dimension,active_display_tag,raw_tag_count,support,raw_support_pct,review_required_rows,review_required_support,review_required_support_pct,long_tail_rows,long_tail_support,candidate_rows,active_merge_rows,raw_tags,governance_actions,top_processes,top_effects,top_paths,top_context_tags
llm,graphql,1,1,0.0,0,0,0.0,1,1,0,0,graphql=1,keep_rare_distinct=1,,,,review=15
llm,graphviz,1,1,0.0,0,0,0.0,1,1,0,0,graphviz=1,keep_rare_distinct=1,,,,refactor=40
llm,grepclash,1,1,0.0,1,1,100.0,1,1,1,0,grepclash=1,auto_canonicalize_existing=1,,,,refactor=11789
llm,grepfind,1,1,0.0,1,1,100.0,1,1,1,0,grepfind=1,auto_canonicalize_existing=1,,,,refactor=33811
llm,grepfix,1,1,0.0,0,0,0.0,1,1,0,0,grepfix=1,keep_rare_distinct=1,,,,branding=47
llm,greprefactor,1,1,0.0,1,1,100.0,1,1,1,0,greprefactor=1,auto_canonicalize_existing=1,,,,refactor=8064
llm,grepscan,1,1,0.0,1,1,100.0,1,1,1,0,grepscan=1,auto_canonicalize_existing=1,,,,refactor=52927
llm,guard,1,1,0.0,0,0,0.0,1,1,0,0,guard=1,keep_rare_distinct=1,,,,research=94
llm,guest,1,1,0.0,0,0,0.0,1,1,0,0,guest=1,keep_rare_distinct=1,,,,review=28
llm,haiku,1,1,0.0,0,0,0.0,1,1,0,0,haiku=1,keep_rare_distinct=1,,,,research=15
llm,handcraft,1,1,0.0,0,0,0.0,1,1,0,0,handcraft=1,keep_rare_distinct=1,,,,build=69
llm,handle,1,1,0.0,0,0,0.0,1,1,0,0,handle=1,keep_rare_distinct=1,,,,review=94
llm,handleevent,1,1,0.0,0,0,0.0,1,1,0,0,handleevent=1,keep_rare_distinct=1,,,,review=81
llm,handleretry,1,1,0.0,0,0,0.0,1,1,0,0,handleretry=1,keep_rare_distinct=1,,,,test=88209
llm,handoff,1,1,0.0,0,0,0.0,1,1,0,0,handoff=1,keep_rare_distinct=1,,,,analyze=34
llm,hashsync,1,1,0.0,0,0,0.0,1,1,0,0,hashsync=1,keep_rare_distinct=1,,,,review=56
llm,headless,1,1,0.0,0,0,0.0,1,1,0,0,headless=1,keep_rare_distinct=1,,,,refactor=65
llm,high,1,1,0.0,0,0,0.0,1,1,0,0,high=1,keep_rare_distinct=1,,,,refactor=64
llm,hookreview,1,1,0.0,1,1,100.0,1,1,1,0,hookreview=1,auto_canonicalize_existing=1,,,,review=41
llm,hookup,1,1,0.0,0,0,0.0,1,1,0,0,hookup=1,keep_rare_distinct=1,,,,analyze=8
llm,hostpatch,1,1,0.0,0,0,0.0,1,1,0,0,hostpatch=1,keep_rare_distinct=1,,,,build=94
llm,hygiene,1,1,0.0,0,0,0.0,1,1,0,0,hygiene=1,keep_rare_distinct=1,,,,research=42
llm,ignoreupdate,1,1,0.0,1,1,100.0,1,1,1,0,ignoreupdate=1,auto_canonicalize_existing=1,,,,ignore=52301
llm,ijson,1,1,0.0,0,0,0.0,1,1,0,0,ijson=1,keep_rare_distinct=1,,,,design=23227
llm,imagefix,1,1,0.0,0,0,0.0,1,1,0,0,imagefix=1,keep_rare_distinct=1,,,,refactor=21
llm,imagesincodx,1,1,0.0,0,0,0.0,1,1,0,0,imagesincodx=1,keep_rare_distinct=1,,,,refactor=29
llm,implemention,1,1,0.0,0,0,0.0,1,1,0,0,implemention=1,keep_rare_distinct=1,,,,docs=43
llm,importdocker,1,1,0.0,0,0,0.0,1,1,0,0,importdocker=1,keep_rare_distinct=1,,,,refactor=42
llm,imported,1,1,0.0,0,0,0.0,1,1,0,0,imported=1,keep_rare_distinct=1,,,,review=8
llm,importinto,1,1,0.0,0,0,0.0,1,1,0,0,importinto=1,keep_rare_distinct=1,,,,review=144614
llm,importpath,1,1,0.0,0,0,0.0,1,1,0,0,importpath=1,keep_rare_distinct=1,,,,designcodex=9
llm,importsys,1,1,0.0,0,0,0.0,1,1,0,0,importsys=1,keep_rare_distinct=1,,,,refactor=22
llm,infofetch,1,1,0.0,0,0,0.0,1,1,0,0,infofetch=1,keep_rare_distinct=1,,,,refactor=470
llm,initcheck,1,1,0.0,1,1,100.0,1,1,1,0,initcheck=1,auto_canonicalize_existing=1,,,,refactor=60871
llm,initconfig,1,1,0.0,0,0,0.0,1,1,0,0,initconfig=1,keep_rare_distinct=1,,,,design=12
llm,initdb,1,1,0.0,0,0,0.0,1,1,0,0,initdb=1,keep_rare_distinct=1,,,,tag=37
llm,initdocker,1,1,0.0,0,0,0.0,1,1,0,0,initdocker=1,keep_rare_distinct=1,,,,design=56
llm,initguest,1,1,0.0,0,0,0.0,1,1,0,0,initguest=1,keep_rare_distinct=1,,,,analyze=50
llm,initiative,1,1,0.0,0,0,0.0,1,1,0,0,initiative=1,keep_rare_distinct=1,,,,branding=30
llm,initoverlay,1,1,0.0,0,0,0.0,1,1,0,0,initoverlay=1,keep_rare_distinct=1,,,,refactor=36
llm,inject,1,1,0.0,0,0,0.0,1,1,0,0,inject=1,keep_rare_distinct=1,,,,docs=23
llm,inline,1,1,0.0,0,0,0.0,1,1,0,0,inline=1,keep_rare_distinct=1,,,,refactor=11
llm,innerrepeat,1,1,0.0,0,0,0.0,1,1,0,0,innerrepeat=1,keep_rare_distinct=1,,,,refactor=10
llm,input,1,1,0.0,0,0,0.0,1,1,0,0,input=1,keep_rare_distinct=1,,,,analyze=47
llm,insn,1,1,0.0,0,0,0.0,1,1,0,0,insn=1,keep_rare_distinct=1,,,,refactor=32
llm,integrate,1,1,0.0,0,0,0.0,1,1,0,0,integrate=1,keep_rare_distinct=1,,,,design=61
llm,intro,1,1,0.0,0,0,0.0,1,1,0,0,intro=1,keep_rare_distinct=1,,,,design=22
llm,issue,1,1,0.0,0,0,0.0,1,1,0,0,issue=1,keep_rare_distinct=1,,,,issue=26144
llm,iupdate,1,1,0.0,1,1,100.0,1,1,0,0,iupdate=1,review_merge=1,,,,design=25096
llm,jit,1,1,0.0,0,0,0.0,1,1,0,0,jit=1,keep_rare_distinct=1,,,,test=77
llm,joblist,1,1,0.0,0,0,0.0,1,1,0,0,joblist=1,keep_rare_distinct=1,,,,test=18
llm,json,1,1,0.0,0,0,0.0,1,1,0,0,json=1,keep_rare_distinct=1,,,,refactor=63373
llm,judgeverdict,1,1,0.0,0,0,0.0,1,1,0,0,judgeverdict=1,keep_rare_distinct=1,,,,trace=522
llm,katranmaps,1,1,0.0,0,0,0.0,1,1,0,0,katranmaps=1,keep_rare_distinct=1,,,,review=82
llm,kernel,1,1,0.0,0,0,0.0,1,1,0,0,kernel=1,keep_rare_distinct=1,,,,refactor=299
llm,kernelmod,1,1,0.0,0,0,0.0,1,1,0,0,kernelmod=1,keep_rare_distinct=1,,,,design=56
llm,killcheck,1,1,0.0,0,0,0.0,1,1,0,0,killcheck=1,keep_rare_distinct=1,,,,analyze=22
llm,killgroup,1,1,0.0,0,0,0.0,1,1,0,0,killgroup=1,keep_rare_distinct=1,,,,analyze=50
llm,killgrp,1,1,0.0,0,0,0.0,1,1,0,0,killgrp=1,keep_rare_distinct=1,,,,analyze=54
llm,killhook,1,1,0.0,0,0,0.0,1,1,0,0,killhook=1,keep_rare_distinct=1,,,,testcodex=284
llm,killoff,1,1,0.0,0,0,0.0,1,1,0,0,killoff=1,keep_rare_distinct=1,,,,refactor=17
llm,killold,1,1,0.0,0,0,0.0,1,1,0,0,killold=1,keep_rare_distinct=1,,,,review=31
llm,killprocess,1,1,0.0,0,0,0.0,1,1,0,0,killprocess=1,keep_rare_distinct=1,,,,review=33
llm,killretry,1,1,0.0,0,0,0.0,1,1,0,0,killretry=1,keep_rare_distinct=1,,,,analyze=49
llm,killrule,1,1,0.0,0,0,0.0,1,1,0,0,killrule=1,keep_rare_distinct=1,,,,boolopt=28
llm,killserver,1,1,0.0,0,0,0.0,1,1,0,0,killserver=1,keep_rare_distinct=1,,,,analyze=34
llm,killuvx,1,1,0.0,0,0,0.0,1,1,0,0,killuvx=1,keep_rare_distinct=1,,,,analyze=36
llm,layoutsetup,1,1,0.0,0,0,0.0,1,1,0,0,layoutsetup=1,keep_rare_distinct=1,,,,research=61
llm,leak,1,1,0.0,0,0,0.0,1,1,0,0,leak=1,keep_rare_distinct=1,,,,analyze=15
llm,lengthcheck,1,1,0.0,0,0,0.0,1,1,0,0,lengthcheck=1,keep_rare_distinct=1,,,,analyze=25
llm,limitations,1,1,0.0,0,0,0.0,1,1,0,0,limitations=1,keep_rare_distinct=1,,,,review=61
llm,linecheck,1,1,0.0,1,1,100.0,1,1,0,0,linecheck=1,review_merge=1,,,,refactor=19
llm,linecount,1,1,0.0,0,0,0.0,1,1,0,0,linecount=1,keep_rare_distinct=1,,,,refactor=150436
llm,link,1,1,0.0,0,0,0.0,1,1,0,0,link=1,keep_rare_distinct=1,,,,refactor=35
llm,linkcheck,1,1,0.0,1,1,100.0,1,1,0,0,linkcheck=1,review_merge=1,,,,refactor=31
llm,linking,1,1,0.0,0,0,0.0,1,1,0,0,linking=1,keep_rare_distinct=1,,,,refactor=41
llm,linksetup,1,1,0.0,0,0,0.0,1,1,0,0,linksetup=1,keep_rare_distinct=1,,,,feedback=19
llm,lintfix,1,1,0.0,0,0,0.0,1,1,0,0,lintfix=1,keep_rare_distinct=1,,,,docx=16
llm,list,1,1,0.0,0,0,0.0,1,1,0,0,list=1,keep_rare_distinct=1,,,,refactor=8696
llm,listdir,1,1,0.0,0,0,0.0,1,1,0,0,listdir=1,keep_rare_distinct=1,,,,refactor=10077
llm,listsizes,1,1,0.0,0,0,0.0,1,1,0,0,listsizes=1,keep_rare_distinct=1,,,,refactor=9173
llm,listsort,1,1,0.0,0,0,0.0,1,1,0,0,listsort=1,keep_rare_distinct=1,,,,codexinteg=27
llm,live,1,1,0.0,0,0,0.0,1,1,0,0,live=1,keep_rare_distinct=1,,,,refactor=46
llm,liveness,1,1,0.0,0,0,0.0,1,1,0,0,liveness=1,keep_rare_distinct=1,,,,refactor=717
llm,liveproc,1,1,0.0,0,0,0.0,1,1,0,0,liveproc=1,keep_rare_distinct=1,,,,refactor=43
llm,loadertest,1,1,0.0,1,1,100.0,1,1,1,0,loadertest=1,auto_canonicalize_existing=1,,,,refactor=81
llm,loadexport,1,1,0.0,0,0,0.0,1,1,0,0,loadexport=1,keep_rare_distinct=1,,,,refactor=40
llm,loadsqlitere,1,1,0.0,0,0,0.0,1,1,0,0,loadsqlitere=1,keep_rare_distinct=1,,,,review=143838
llm,local,1,1,0.0,0,0,0.0,1,1,0,0,local=1,keep_rare_distinct=1,,,,debug=93
llm,locallog,1,1,0.0,0,0,0.0,1,1,0,0,locallog=1,keep_rare_distinct=1,,,,question=41
llm,localsession,1,1,0.0,0,0,0.0,1,1,0,0,localsession=1,keep_rare_distinct=1,,,,review=372
llm,logdiff,1,1,0.0,0,0,0.0,1,1,0,0,logdiff=1,keep_rare_distinct=1,,,,test=95
llm,logemit,1,1,0.0,0,0,0.0,1,1,0,0,logemit=1,keep_rare_distinct=1,,,,benchmark=79
llm,logfetch,1,1,0.0,0,0,0.0,1,1,0,0,logfetch=1,keep_rare_distinct=1,,,,test=32
llm,logfix,1,1,0.0,1,1,100.0,1,1,1,0,logfix=1,auto_canonicalize_existing=1,,,,review=69
llm,logout,1,1,0.0,0,0,0.0,1,1,0,0,logout=1,keep_rare_distinct=1,,,,docs=42
llm,logread,1,1,0.0,0,0,0.0,1,1,0,0,logread=1,keep_rare_distinct=1,,,,branding=12
llm,logreader,1,1,0.0,0,0,0.0,1,1,0,0,logreader=1,keep_rare_distinct=1,,,,tokenadapt=45
llm,logrun,1,1,0.0,0,0,0.0,1,1,0,0,logrun=1,keep_rare_distinct=1,,,,test=44
llm,logshim,1,1,0.0,0,0,0.0,1,1,0,0,logshim=1,keep_rare_distinct=1,,,,design=70
llm,logsource,1,1,0.0,0,0,0.0,1,1,0,0,logsource=1,keep_rare_distinct=1,,,,refactor=35
llm,logvi,1,1,0.0,0,0,0.0,1,1,0,0,logvi=1,keep_rare_distinct=1,,,,metrics=138458
llm,logview,1,1,0.0,1,1,100.0,1,1,1,0,logview=1,auto_canonicalize_existing=1,,,,review=48093
llm,logwrite,1,1,0.0,0,0,0.0,1,1,0,0,logwrite=1,keep_rare_distinct=1,,,,test=85
llm,lookup,1,1,0.0,0,0,0.0,1,1,0,0,lookup=1,keep_rare_distinct=1,,,,refactor=44
llm,lsm,1,1,0.0,0,0,0.0,1,1,0,0,lsm=1,keep_rare_distinct=1,,,,test=46
llm,makecfg,1,1,0.0,0,0,0.0,1,1,0,0,makecfg=1,keep_rare_distinct=1,,,,review=43
llm,makecheck,1,1,0.0,1,1,100.0,1,1,0,0,makecheck=1,review_merge=1,,,,refactor=16
llm,makecorpus,1,1,0.0,0,0,0.0,1,1,0,0,makecorpus=1,keep_rare_distinct=1,,,,benchmark=58
llm,makegate,1,1,0.0,0,0,0.0,1,1,0,0,makegate=1,keep_rare_distinct=1,,,,research=71
llm,maketargets,1,1,0.0,0,0,0.0,1,1,0,0,maketargets=1,keep_rare_distinct=1,,,,review=21
llm,map,1,1,0.0,0,0,0.0,1,1,0,0,map=1,keep_rare_distinct=1,,,,research=2
llm,mapcreate,1,1,0.0,0,0,0.0,1,1,0,0,mapcreate=1,keep_rare_distinct=1,,,,refactor=47848
llm,mapid,1,1,0.0,0,0,0.0,1,1,0,0,mapid=1,keep_rare_distinct=1,,,,tag=91
llm,mapjoin,1,1,0.0,0,0,0.0,1,1,0,0,mapjoin=1,keep_rare_distinct=1,,,,refactor=62
llm,mapreduce,1,1,0.0,0,0,0.0,1,1,0,0,mapreduce=1,keep_rare_distinct=1,,,,refactor=23
llm,maptest,1,1,0.0,1,1,100.0,1,1,0,0,maptest=1,review_merge=1,,,,research=19
llm,markdown,1,1,0.0,0,0,0.0,1,1,0,0,markdown=1,keep_rare_distinct=1,,,,refactor=45
llm,marker,1,1,0.0,0,0,0.0,1,1,0,0,marker=1,keep_rare_distinct=1,,,,explain=58
llm,market,1,1,0.0,0,0,0.0,1,1,0,0,market=1,keep_rare_distinct=1,,,,trace=37
llm,match,1,1,0.0,0,0,0.0,1,1,0,0,match=1,keep_rare_distinct=1,,,,config=32
llm,materialize,1,1,0.0,0,0,0.0,1,1,0,0,materialize=1,keep_rare_distinct=1,,,,refactor=56
llm,maximize,1,1,0.0,0,0,0.0,1,1,0,0,maximize=1,keep_rare_distinct=1,,,,refactor=26
llm,mdupdate,1,1,0.0,1,1,100.0,1,1,0,0,mdupdate=1,review_merge=1,,,,refactor=3
llm,memcheck,1,1,0.0,0,0,0.0,1,1,0,0,memcheck=1,keep_rare_distinct=1,,,,docs=161
llm,memory,1,1,0.0,0,0,0.0,1,1,0,0,memory=1,keep_rare_distinct=1,,,,cleanup=17
llm,mergefix,1,1,0.0,0,0,0.0,1,1,0,0,mergefix=1,keep_rare_distinct=1,,,,refactor=130813
llm,mergeprompt,1,1,0.0,0,0,0.0,1,1,0,0,mergeprompt=1,keep_rare_distinct=1,,,,review=25
llm,meta,1,1,0.0,0,0,0.0,1,1,0,0,meta=1,keep_rare_distinct=1,,,,fetch=43
llm,microchar,1,1,0.0,0,0,0.0,1,1,0,0,microchar=1,keep_rare_distinct=1,,,,refactor=123
llm,minio,1,1,0.0,0,0,0.0,1,1,0,0,minio=1,keep_rare_distinct=1,,,,analyze=19
llm,mir,1,1,0.0,0,0,0.0,1,1,0,0,mir=1,keep_rare_distinct=1,,,,refactor=73
llm,models,1,1,0.0,0,0,0.0,1,1,0,0,models=1,keep_rare_distinct=1,,,,refactor=52979
llm,modernize,1,1,0.0,0,0,0.0,1,1,0,0,modernize=1,keep_rare_distinct=1,,,,analyze=51
llm,motivation,1,1,0.0,0,0,0.0,1,1,0,0,motivation=1,keep_rare_distinct=1,,,,docs=327
llm,move,1,1,0.0,0,0,0.0,1,1,0,0,move=1,keep_rare_distinct=1,,,,lint=205475
llm,movecode,1,1,0.0,0,0,0.0,1,1,0,0,movecode=1,keep_rare_distinct=1,,,,refactor=55
llm,movefiles,1,1,0.0,0,0,0.0,1,1,0,0,movefiles=1,keep_rare_distinct=1,,,,analyze=43
llm,namegen,1,1,0.0,0,0,0.0,1,1,0,0,namegen=1,keep_rare_distinct=1,,,,design=13
llm,nameiext,1,1,0.0,0,0,0.0,1,1,0,0,nameiext=1,keep_rare_distinct=1,,,,intro=1410
llm,networking,1,1,0.0,0,0,0.0,1,1,0,0,networking=1,keep_rare_distinct=1,,,,docs=19
llm,nextstep,1,1,0.0,0,0,0.0,1,1,0,0,nextstep=1,keep_rare_distinct=1,,,,analyze=11
llm,nohup,1,1,0.0,0,0,0.0,1,1,0,0,nohup=1,keep_rare_distinct=1,,,,network=51
llm,nopinsert,1,1,0.0,0,0,0.0,1,1,0,0,nopinsert=1,keep_rare_distinct=1,,,,refactor=13
llm,normalizelog,1,1,0.0,0,0,0.0,1,1,0,0,normalizelog=1,keep_rare_distinct=1,,,,explain=76
llm,notify,1,1,0.0,0,0,0.0,1,1,0,0,notify=1,keep_rare_distinct=1,,,,docs=94174
llm,npm,1,1,0.0,0,0,0.0,1,1,0,0,npm=1,keep_rare_distinct=1,,,,refactor=10
llm,npmrc,1,1,0.0,0,0,0.0,1,1,0,0,npmrc=1,keep_rare_distinct=1,,,,login=52
llm,objectifanal,1,1,0.0,0,0,0.0,1,1,0,0,objectifanal=1,keep_rare_distinct=1,,,,refactor=34
llm,objectify,1,1,0.0,0,0,0.0,1,1,0,0,objectify=1,keep_rare_distinct=1,,,,research=13
llm,offsetcalc,1,1,0.0,0,0,0.0,1,1,0,0,offsetcalc=1,keep_rare_distinct=1,,,,refactor=59
llm,offsetctl,1,1,0.0,0,0,0.0,1,1,0,0,offsetctl=1,keep_rare_distinct=1,,,,refactor=46
llm,offsets,1,1,0.0,0,0,0.0,1,1,0,0,offsets=1,keep_rare_distinct=1,,,,refactor=87739
llm,oops,1,1,0.0,0,0,0.0,1,1,0,0,oops=1,keep_rare_distinct=1,,,,review=88
llm,optrace,1,1,0.0,0,0,0.0,1,1,0,0,optrace=1,keep_rare_distinct=1,,,,review=55
llm,orderby,1,1,0.0,0,0,0.0,1,1,0,0,orderby=1,keep_rare_distinct=1,,,,feedback=68
llm,osdi,1,1,0.0,0,0,0.0,1,1,0,0,osdi=1,keep_rare_distinct=1,,,,analyze=75
llm,ossmaint,1,1,0.0,0,0,0.0,1,1,0,0,ossmaint=1,keep_rare_distinct=1,,,,foldersetup=64
llm,otelsetup,1,1,0.0,0,0,0.0,1,1,0,0,otelsetup=1,keep_rare_distinct=1,,,,review=41
llm,otelsink,1,1,0.0,0,0,0.0,1,1,0,0,otelsink=1,keep_rare_distinct=1,,,,refactor=42
llm,otp,1,1,0.0,0,0,0.0,1,1,0,0,otp=1,keep_rare_distinct=1,,,,setup=99
llm,override,1,1,0.0,0,0,0.0,1,1,0,0,override=1,keep_rare_distinct=1,,,,refactor=47
llm,overview,1,1,0.0,0,0,0.0,1,1,0,0,overview=1,keep_rare_distinct=1,,,,auditrewrite=65
llm,owner,1,1,0.0,0,0,0.0,1,1,0,0,owner=1,keep_rare_distinct=1,,,,review=57
llm,ownership,1,1,0.0,0,0,0.0,1,1,0,0,ownership=1,keep_rare_distinct=1,,,,review=59
llm,packet,1,1,0.0,0,0,0.0,1,1,0,0,packet=1,keep_rare_distinct=1,,,,research=350
llm,pairconflict,1,1,0.0,0,0,0.0,1,1,0,0,pairconflict=1,keep_rare_distinct=1,,,,review=31
llm,pairing,1,1,0.0,0,0,0.0,1,1,0,0,pairing=1,keep_rare_distinct=1,,,,review=51
llm,parentrule,1,1,0.0,0,0,0.0,1,1,0,0,parentrule=1,keep_rare_distinct=1,,,,review=53
llm,parsecheck,1,1,0.0,1,1,100.0,1,1,0,0,parsecheck=1,review_merge=1,,,,explore=55699
llm,parsecontent,1,1,0.0,0,0,0.0,1,1,0,0,parsecontent=1,keep_rare_distinct=1,,,,verify=24327
llm,parsefix,1,1,0.0,0,0,0.0,1,1,0,0,parsefix=1,keep_rare_distinct=1,,,,refactor=110693
llm,patchdesign,1,1,0.0,1,1,100.0,1,1,1,0,patchdesign=1,auto_canonicalize_existing=1,,,,review=45
llm,patchelf,1,1,0.0,0,0,0.0,1,1,0,0,patchelf=1,keep_rare_distinct=1,,,,branding=73
llm,patchpr,1,1,0.0,0,0,0.0,1,1,0,0,patchpr=1,keep_rare_distinct=1,,,,review=37
llm,patchreq,1,1,0.0,0,0,0.0,1,1,0,0,patchreq=1,keep_rare_distinct=1,,,,branding=37
llm,pathcompute,1,1,0.0,0,0,0.0,1,1,0,0,pathcompute=1,keep_rare_distinct=1,,,,analyze=67
llm,pathfind,1,1,0.0,1,1,100.0,1,1,1,0,pathfind=1,auto_canonicalize_existing=1,,,,review=15
llm,pathreplace,1,1,0.0,0,0,0.0,1,1,0,0,pathreplace=1,keep_rare_distinct=1,,,,analyze=41
llm,pattern,1,1,0.0,0,0,0.0,1,1,0,0,pattern=1,keep_rare_distinct=1,,,,refactor=64056
llm,patterns,1,1,0.0,0,0,0.0,1,1,0,0,patterns=1,keep_rare_distinct=1,,,,refactor=59904
llm,pause,1,1,0.0,0,0,0.0,1,1,0,0,pause=1,keep_rare_distinct=1,,,,merge=27
llm,payload,1,1,0.0,0,0,0.0,1,1,0,0,payload=1,keep_rare_distinct=1,,,,refactor=104
llm,pdfread,1,1,0.0,0,0,0.0,1,1,0,0,pdfread=1,keep_rare_distinct=1,,,,coverpage=56
llm,pdfrender,1,1,0.0,0,0,0.0,1,1,0,0,pdfrender=1,keep_rare_distinct=1,,,,analyze=31
llm,perfcheck,1,1,0.0,1,1,100.0,1,1,1,0,perfcheck=1,auto_canonicalize_existing=1,,,,refactor=39
llm,perffix,1,1,0.0,0,0,0.0,1,1,0,0,perffix=1,keep_rare_distinct=1,,,,docs=62
llm,perfmon,1,1,0.0,0,0,0.0,1,1,0,0,perfmon=1,keep_rare_distinct=1,,,,refactor=78
llm,perftool,1,1,0.0,0,0,0.0,1,1,0,0,perftool=1,keep_rare_distinct=1,,,,docs=38
llm,perfunwind,1,1,0.0,0,0,0.0,1,1,0,0,perfunwind=1,keep_rare_distinct=1,,,,review=51
llm,persist,1,1,0.0,0,0,0.0,1,1,0,0,persist=1,keep_rare_distinct=1,,,,refactor=49
llm,phasewait,1,1,0.0,0,0,0.0,1,1,0,0,phasewait=1,keep_rare_distinct=1,,,,review=17
llm,pipcheck,1,1,0.0,0,0,0.0,1,1,0,0,pipcheck=1,keep_rare_distinct=1,,,,analyze=17
llm,policybuild,1,1,0.0,1,1,100.0,1,1,0,0,policybuild=1,review_merge=1,,,,review=122
llm,postamble,1,1,0.0,0,0,0.0,1,1,0,0,postamble=1,keep_rare_distinct=1,,,,refactor=41
llm,poster,1,1,0.0,0,0,0.0,1,1,0,0,poster=1,keep_rare_distinct=1,,,,docs=293070
llm,postwait,1,1,0.0,0,0,0.0,1,1,0,0,postwait=1,keep_rare_distinct=1,,,,benchmark=39
llm,pramp,1,1,0.0,0,0,0.0,1,1,0,0,pramp=1,keep_rare_distinct=1,,,,setup=13
llm,prbuild,1,1,0.0,1,1,100.0,1,1,0,0,prbuild=1,review_merge=1,,,,setup=23
llm,prereqcheck,1,1,0.0,1,1,100.0,1,1,0,0,prereqcheck=1,review_merge=1,,,,refactor=32
llm,previewfix,1,1,0.0,0,0,0.0,1,1,0,0,previewfix=1,keep_rare_distinct=1,,,,feedback=59
llm,price,1,1,0.0,0,0,0.0,1,1,0,0,price=1,keep_rare_distinct=1,,,,refactor=3
llm,principal,1,1,0.0,0,0,0.0,1,1,0,0,principal=1,keep_rare_distinct=1,,,,explain=213
llm,print,1,1,0.0,0,0,0.0,1,1,0,0,print=1,keep_rare_distinct=1,,,,metrics=144084
llm,prioritize,1,1,0.0,0,0,0.0,1,1,0,0,prioritize=1,keep_rare_distinct=1,,,,review=99895
llm,privacy,1,1,0.0,0,0,0.0,1,1,0,0,privacy=1,keep_rare_distinct=1,,,,analyze=34
llm,processaudit,1,1,0.0,1,1,100.0,1,1,1,0,processaudit=1,auto_canonicalize_existing=1,,,,refactor=20
llm,processchain,1,1,0.0,0,0,0.0,1,1,0,0,processchain=1,keep_rare_distinct=1,,,,analyze=29
llm,processes,1,1,0.0,0,0,0.0,1,1,0,0,processes=1,keep_rare_distinct=1,,,,refactor=120920
llm,processid,1,1,0.0,0,0,0.0,1,1,0,0,processid=1,keep_rare_distinct=1,,,,refactor=22
llm,procfs,1,1,0.0,0,0,0.0,1,1,0,0,procfs=1,keep_rare_distinct=1,,,,comment=9
llm,procfsrs,1,1,0.0,0,0,0.0,1,1,0,0,procfsrs=1,keep_rare_distinct=1,,,,test=43
llm,profile,1,1,0.0,0,0,0.0,1,1,0,0,profile=1,keep_rare_distinct=1,,,,refactor=42
llm,promptify,1,1,0.0,0,0,0.0,1,1,0,0,promptify=1,keep_rare_distinct=1,,,,test=9
llm,promptreview,1,1,0.0,1,1,100.0,1,1,1,0,promptreview=1,auto_canonicalize_existing=1,,,,review=7
llm,prompts,1,1,0.0,0,0,0.0,1,1,0,0,prompts=1,keep_rare_distinct=1,,,,question=28
llm,proofbind,1,1,0.0,0,0,0.0,1,1,0,0,proofbind=1,keep_rare_distinct=1,,,,refactor=38
llm,prooflower,1,1,0.0,0,0,0.0,1,1,0,0,prooflower=1,keep_rare_distinct=1,,,,refactor=422
llm,proofnote,1,1,0.0,0,0,0.0,1,1,0,0,proofnote=1,keep_rare_distinct=1,,,,refactor=42
llm,proofread,1,1,0.0,0,0,0.0,1,1,0,0,proofread=1,keep_rare_distinct=1,,,,refactor=45
llm,proofsignalc,1,1,0.0,0,0,0.0,1,1,0,0,proofsignalc=1,keep_rare_distinct=1,,,,research=78
llm,proofverify,1,1,0.0,0,0,0.0,1,1,0,0,proofverify=1,keep_rare_distinct=1,,,,refactor=45
llm,protocol,1,1,0.0,0,0,0.0,1,1,0,0,protocol=1,keep_rare_distinct=1,,,,analyze=39
llm,protocolchk,1,1,0.0,0,0,0.0,1,1,0,0,protocolchk=1,keep_rare_distinct=1,,,,refactor=52959
llm,proveance,1,1,0.0,0,0,0.0,1,1,0,0,proveance=1,keep_rare_distinct=1,,,,review=34
llm,provehashes,1,1,0.0,0,0,0.0,1,1,0,0,provehashes=1,keep_rare_distinct=1,,,,design=29
llm,prstatus,1,1,0.0,0,0,0.0,1,1,0,0,prstatus=1,keep_rare_distinct=1,,,,branding=8
llm,pushcheck,1,1,0.0,0,0,0.0,1,1,0,0,pushcheck=1,keep_rare_distinct=1,,,,analyze=8
llm,pushpr,1,1,0.0,0,0,0.0,1,1,0,0,pushpr=1,keep_rare_distinct=1,,,,refactor=12
llm,pushpushpull,1,1,0.0,0,0,0.0,1,1,0,0,pushpushpull=1,keep_rare_distinct=1,,,,refactor=30
llm,pushreview,1,1,0.0,1,1,100.0,1,1,1,0,pushreview=1,auto_canonicalize_existing=1,,,,review=46
llm,query,1,1,0.0,0,0,0.0,1,1,0,0,query=1,keep_rare_distinct=1,,,,refactor=9
llm,querydb,1,1,0.0,0,0,0.0,1,1,0,0,querydb=1,keep_rare_distinct=1,,,,trace=35
llm,queryexport,1,1,0.0,1,1,100.0,1,1,1,0,queryexport=1,auto_canonicalize_existing=1,,,,query=73124
llm,querysql,1,1,0.0,0,0,0.0,1,1,0,0,querysql=1,keep_rare_distinct=1,,,,question=35
llm,querysync,1,1,0.0,0,0,0.0,1,1,0,0,querysync=1,keep_rare_distinct=1,,,,question=25
llm,quickpass,1,1,0.0,0,0,0.0,1,1,0,0,quickpass=1,keep_rare_distinct=1,,,,review=22
llm,quota,1,1,0.0,0,0,0.0,1,1,0,0,quota=1,keep_rare_distinct=1,,,,plan=64
