stratum_type,project,vendor,command_name,calls,share_of_shell_calls
project_vendor,agentsight,codex,install,10,0.0001480362985003923
project_vendor,agentsight,codex,instance_ansible__ansible-1b70260d5aa2f6c9782fd2b848e8d16566e50d85-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5.traj.json,1,1.480362985003923e-05
project_vendor,agentsight,codex,ip,2,2.960725970007846e-05
project_vendor,agentsight,codex,ippfind,1,1.480362985003923e-05
project_vendor,agentsight,codex,journalctl,1,1.480362985003923e-05
project_vendor,agentsight,codex,jq,1330,0.019688827700552174
project_vendor,agentsight,codex,k3s,1,1.480362985003923e-05
project_vendor,agentsight,codex,kill,57,0.0008438069014522361
project_vendor,agentsight,codex,kpsewhich,1,1.480362985003923e-05
project_vendor,agentsight,codex,kubectl,3,4.4410889550117686e-05
project_vendor,agentsight,codex,kubectl;,1,1.480362985003923e-05
project_vendor,agentsight,codex,latest-agent-canary-rerun-20260715-173502,2,2.960725970007846e-05
project_vendor,agentsight,codex,latest-agent-canary-rerun;,3,4.4410889550117686e-05
project_vendor,agentsight,codex,latest=$(find,2,2.960725970007846e-05
project_vendor,agentsight,codex,latest_agent_cli_canary.sh,5,7.401814925019615e-05
project_vendor,agentsight,codex,latexmk,33,0.0004885197850512946
project_vendor,agentsight,codex,ldconfig,1,1.480362985003923e-05
project_vendor,agentsight,codex,ldd,2,2.960725970007846e-05
project_vendor,agentsight,codex,let,3,4.4410889550117686e-05
project_vendor,agentsight,codex,"let{output,...rest}=await",3,4.4410889550117686e-05
project_vendor,agentsight,codex,llama-cli,8,0.00011842903880031383
project_vendor,agentsight,codex,llama-completion,2,2.960725970007846e-05
project_vendor,agentsight,codex,llama-gguf,4,5.921451940015692e-05
project_vendor,agentsight,codex,llama-server,25,0.0003700907462509807
project_vendor,agentsight,codex,llama-tokenize,1,1.480362985003923e-05
project_vendor,agentsight,codex,llm-agents-study,4,5.921451940015692e-05
project_vendor,agentsight,codex,ln,2,2.960725970007846e-05
project_vendor,agentsight,codex,loop-001-rq1-r114-current-profile;,2,2.960725970007846e-05
project_vendor,agentsight,codex,loop-001-rq2-hintbench;,1,1.480362985003923e-05
project_vendor,agentsight,codex,loop-rq2-02,22,0.0003256798567008631
project_vendor,agentsight,codex,loop-rq2-agentnet,4,5.921451940015692e-05
project_vendor,agentsight,codex,loop-rq2-agentprocessbench-wilson;,1,1.480362985003923e-05
project_vendor,agentsight,codex,lpoptions,2,2.960725970007846e-05
project_vendor,agentsight,codex,lpstat,3,4.4410889550117686e-05
project_vendor,agentsight,codex,ls,501,0.007416618554869654
project_vendor,agentsight,codex,lscpu,1,1.480362985003923e-05
project_vendor,agentsight,codex,lsof,11,0.00016283992835043154
project_vendor,agentsight,codex,lsusb,4,5.921451940015692e-05
project_vendor,agentsight,codex,lynx,1,1.480362985003923e-05
project_vendor,agentsight,codex,m=$(find,1,1.480362985003923e-05
project_vendor,agentsight,codex,main.pdf,1,1.480362985003923e-05
project_vendor,agentsight,codex,main.tex,1,1.480362985003923e-05
project_vendor,agentsight,codex,make,419,0.0062027209071664376
project_vendor,agentsight,codex,man,2,2.960725970007846e-05
project_vendor,agentsight,codex,master-before-drop-116-119-$(date +%Y%m%d-%H%M%S),1,1.480362985003923e-05
project_vendor,agentsight,codex,matter,2,2.960725970007846e-05
project_vendor,agentsight,codex,meta=$(rg,1,1.480362985003923e-05
project_vendor,agentsight,codex,miniswe-Anthropic__Claude-Sonnet-4-20250514-Thinking-add-benchmark-lm-eval-harness-54ac67f0.tar.zst,1,1.480362985003923e-05
project_vendor,agentsight,codex,miniswe-Anthropic__Claude-Sonnet-4-20250514-Thinking-add-benchmark-lm-eval-harness-54ac67f0.tar.zst;,2,2.960725970007846e-05
project_vendor,agentsight,codex,miniswe-Anthropic__Claude-Sonnet-4-20250514-Thinking-compile-compcert-997ae681.tar.zst;,1,1.480362985003923e-05
project_vendor,agentsight,codex,miniswe-OpenAI__GPT-5-clap-rs__clap-2501-1c7ee8f3.tar.zst;,2,2.960725970007846e-05
project_vendor,agentsight,codex,miniswe-OpenAI__GPT-5-instance_ansible__ansible-1b70260d5aa2f6c9782fd2b848e8d16566e50d85-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5-0b674c2a.tar.zst;,2,2.960725970007846e-05
project_vendor,agentsight,codex,mkdir,121,0.0017912392118547469
project_vendor,agentsight,codex,mktemp,20,0.0002960725970007846
project_vendor,agentsight,codex,mlr,1,1.480362985003923e-05
project_vendor,agentsight,codex,monitor-2026-W25.db;,3,4.4410889550117686e-05
project_vendor,agentsight,codex,montage,1,1.480362985003923e-05
project_vendor,agentsight,codex,mv,22,0.0003256798567008631
project_vendor,agentsight,codex,native,1,1.480362985003923e-05
project_vendor,agentsight,codex,native=$(find,2,2.960725970007846e-05
project_vendor,agentsight,codex,naturalistic,5,7.401814925019615e-05
project_vendor,agentsight,codex,nginx,1,1.480362985003923e-05
project_vendor,agentsight,codex,nl,5120,0.07579458483220086
project_vendor,agentsight,codex,nm,5,7.401814925019615e-05
project_vendor,agentsight,codex,nmap,2,2.960725970007846e-05
project_vendor,agentsight,codex,node,92,0.001361933946203609
project_vendor,agentsight,codex,nonexistent,1,1.480362985003923e-05
project_vendor,agentsight,codex,npm,187,0.002768278781957336
project_vendor,agentsight,codex,npm_diag_build=$(mktemp,1,1.480362985003923e-05
project_vendor,agentsight,codex,npm_diag_dir=$(mktemp,1,1.480362985003923e-05
project_vendor,agentsight,codex,npx,42,0.0006217524537016477
project_vendor,agentsight,codex,nvidia-smi,13,0.00019244718805050997
project_vendor,agentsight,codex,objdump,26,0.00038489437610101995
project_vendor,agentsight,codex,od,1,1.480362985003923e-05
project_vendor,agentsight,codex,official-repo;,2,2.960725970007846e-05
project_vendor,agentsight,codex,old_home=$HOME;,3,4.4410889550117686e-05
project_vendor,agentsight,codex,old_pids=$(pgrep,1,1.480362985003923e-05
project_vendor,agentsight,codex,openclaw,1,1.480362985003923e-05
project_vendor,agentsight,codex,opencode,31,0.0004589125253512161
project_vendor,agentsight,codex,opencode-response-debug-20260715-174641;,3,4.4410889550117686e-05
project_vendor,agentsight,codex,opencode.exe;,1,1.480362985003923e-05
project_vendor,agentsight,codex,opencode;,1,1.480362985003923e-05
project_vendor,agentsight,codex,openhands-Anthropic__Claude-Sonnet-4-20250514-Thinking-3d-model-format-legacy-7498555b.tar.zst,2,2.960725970007846e-05
project_vendor,agentsight,codex,openhands-OpenAI__GPT-5-astropy__astropy-14369-0fb54358.tar.zst,1,1.480362985003923e-05
project_vendor,agentsight,codex,openhands-OpenAI__GPT-5-instance_ansible__ansible-0fd88717c953b92ed8a50495d55e630eb5d59166-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5-5b83347a.tar.zst,1,1.480362985003923e-05
project_vendor,agentsight,codex,openhands-OpenAI__GPT-5-instance_ansible__ansible-0fd88717c953b92ed8a50495d55e630eb5d59166-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5-5b83347a.tar.zst;,4,5.921451940015692e-05
project_vendor,agentsight,codex,operations.jsonl;,2,2.960725970007846e-05
project_vendor,agentsight,codex,p=$(find,4,5.921451940015692e-05
project_vendor,agentsight,codex,p=$(rg,2,2.960725970007846e-05
project_vendor,agentsight,codex,p=$(tar,1,1.480362985003923e-05
project_vendor,agentsight,codex,pandoc,1,1.480362985003923e-05
project_vendor,agentsight,codex,paper,6,8.882177910023537e-05
project_vendor,agentsight,codex,parent=019e8f4a-9939-71a2-881d-010c7a8e2c1d;,1,1.480362985003923e-05
project_vendor,agentsight,codex,pasted-text.txt,4,5.921451940015692e-05
project_vendor,agentsight,codex,paths=$(while,1,1.480362985003923e-05
project_vendor,agentsight,codex,pdffonts,6,8.882177910023537e-05
project_vendor,agentsight,codex,pdfimages,1,1.480362985003923e-05
project_vendor,agentsight,codex,pdfinfo,114,0.0016876138029044722
project_vendor,agentsight,codex,pdflatex,30,0.00044410889550117687
project_vendor,agentsight,codex,pdftocairo,1,1.480362985003923e-05
project_vendor,agentsight,codex,pdftoppm,25,0.0003700907462509807
project_vendor,agentsight,codex,pdftotext,140,0.002072508179005492
project_vendor,agentsight,codex,perl,65,0.00096223594025255
project_vendor,agentsight,codex,pgrep,67,0.0009918431999526283
project_vendor,agentsight,codex,pkg-config,2,2.960725970007846e-05
project_vendor,agentsight,codex,pkill,11,0.00016283992835043154
project_vendor,agentsight,codex,playwright,1,1.480362985003923e-05
project_vendor,agentsight,codex,predictions.jsonl;,1,1.480362985003923e-05
project_vendor,agentsight,codex,preflight-agentskill-citations,1,1.480362985003923e-05
project_vendor,agentsight,codex,printf,574,0.008497283533922519
project_vendor,agentsight,codex,private,1,1.480362985003923e-05
project_vendor,agentsight,codex,process,3,4.4410889550117686e-05
project_vendor,agentsight,codex,ps,237,0.0035084602744592974
project_vendor,agentsight,codex,pstree,7,0.0001036254089502746
project_vendor,agentsight,codex,public,1,1.480362985003923e-05
project_vendor,agentsight,codex,pwd,152,0.002250151737205963
project_vendor,agentsight,codex,pwd;,33,0.0004885197850512946
project_vendor,agentsight,codex,py-spy,1,1.480362985003923e-05
project_vendor,agentsight,codex,pyflakes,3,4.4410889550117686e-05
project_vendor,agentsight,codex,python,300,0.004441088955011769
project_vendor,agentsight,codex,python3,3702,0.05480303770484523
project_vendor,agentsight,codex,python3.11,4,5.921451940015692e-05
project_vendor,agentsight,codex,q1=$(head,1,1.480362985003923e-05
project_vendor,agentsight,codex,quick_validate.py,3,4.4410889550117686e-05
project_vendor,agentsight,codex,quick_validate.py;,2,2.960725970007846e-05
project_vendor,agentsight,codex,raw,3,4.4410889550117686e-05
project_vendor,agentsight,codex,read,2,2.960725970007846e-05
project_vendor,agentsight,codex,readelf,8,0.00011842903880031383
project_vendor,agentsight,codex,readlink,12,0.00017764355820047074
project_vendor,agentsight,codex,rel=$(sed,1,1.480362985003923e-05
project_vendor,agentsight,codex,rg,6644,0.09835531672366064
project_vendor,agentsight,codex,rid=root:019f25fa-3bfc-7a02-a147-8b4dcff94f41:;,1,1.480362985003923e-05
project_vendor,agentsight,codex,rm,398,0.005891844680315613
project_vendor,agentsight,codex,rmdir,9,0.00013323266865035308
project_vendor,agentsight,codex,rollout-2026-03-06T19-31-58-019cc65a-14c5-7e21-97c6-0c1c31fae2d2.jsonl;,2,2.960725970007846e-05
project_vendor,agentsight,codex,rollout-2026-06-13T12-36-08-019ec27c-04e6-7793-9491-304c321390ac.jsonl;,1,1.480362985003923e-05
project_vendor,agentsight,codex,rollout-2026-06-22T21-44-58-019ef2cb-bb39-7d11-b785-4c98243dad11.jsonl;,1,1.480362985003923e-05
project_vendor,agentsight,codex,rollout-2026-07-02T20-16-24-019f25fa-3bfc-7a02-a147-8b4dcff94f41.jsonl;,1,1.480362985003923e-05
project_vendor,agentsight,codex,rollout-2026-07-06T14-30-51-019f3957-5241-7a83-86ad-1adf4784cc11.jsonl;,1,1.480362985003923e-05
project_vendor,agentsight,codex,rollout-2026-07-07T15-41-28-019f3ebe-5390-72f0-aee1-d0229bcf0dc9.jsonl;,1,1.480362985003923e-05
project_vendor,agentsight,codex,rollout-2026-07-08T22-42-50-019f4566-7567-71e3-9c0b-5527a4310945.jsonl;,3,4.4410889550117686e-05
project_vendor,agentsight,codex,rollout-2026-07-10T14-58-45-019f4e0a-4dcc-74f1-8660-ffcb102ce0a2.jsonl,1,1.480362985003923e-05
project_vendor,agentsight,codex,rollout-2026-07-10T14-58-45-019f4e0a-4dcc-74f1-8660-ffcb102ce0a2.jsonl;,13,0.00019244718805050997
project_vendor,agentsight,codex,rollout-2026-07-11T19-41-26-019f5433-75b4-7661-89fd-cb6cad635b59.jsonl;,3,4.4410889550117686e-05
project_vendor,agentsight,codex,rollout-2026-07-11T20-33-49-019f5463-6a0e-7091-84fe-b668e4c232ee.jsonl;,1,1.480362985003923e-05
project_vendor,agentsight,codex,rollout-2026-07-15T21-30-43-019f6930-f491-79c3-a633-3cf3f7b5cd9c.jsonl;,1,1.480362985003923e-05
project_vendor,agentsight,codex,rollout-2026-07-20T00-40-43-019f7e78-582c-7d32-94d0-8294210faadf.jsonl;,1,1.480362985003923e-05
project_vendor,agentsight,codex,rollout-2026-07-21T03-10-48-019f8428-1bd1-7751-bef1-e2a03636aa6b.jsonl,2,2.960725970007846e-05
project_vendor,agentsight,codex,root=019e2445-6e0a-78f2-8d60-9863c2fc95c6;,1,1.480362985003923e-05
project_vendor,agentsight,codex,root=root:019f25fa-3bfc-7a02-a147-8b4dcff94f41:user-line:55388;,1,1.480362985003923e-05
project_vendor,agentsight,codex,root_file=$(find,1,1.480362985003923e-05
project_vendor,agentsight,codex,root_id=019f4e0a-4dcc-74f1-8660-ffcb102ce0a2;,4,5.921451940015692e-05
project_vendor,agentsight,codex,rsvg-convert,8,0.00011842903880031383
project_vendor,agentsight,codex,rsync,3,4.4410889550117686e-05
project_vendor,agentsight,codex,ruby,10,0.0001480362985003923
project_vendor,agentsight,codex,ruff,5,7.401814925019615e-05
project_vendor,agentsight,codex,rust_current=$(rg,1,1.480362985003923e-05
project_vendor,agentsight,codex,rustc,2,2.960725970007846e-05
project_vendor,agentsight,codex,rustfmt,200,0.0029607259700078457
project_vendor,agentsight,codex,rustup,5,7.401814925019615e-05
project_vendor,agentsight,codex,s=miniswe-OpenAI__GPT-5-instance_ansible__ansible-1b70260d5aa2f6c9782fd2b848e8d16566e50d85-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5-0b674c2a;,2,2.960725970007846e-05
project_vendor,agentsight,codex,sane-find-scanner,6,8.882177910023537e-05
project_vendor,agentsight,codex,scanimage,10,0.0001480362985003923
project_vendor,agentsight,codex,script,3,4.4410889550117686e-05
project_vendor,agentsight,codex,sed,13124,0.19428283815191486
project_vendor,agentsight,codex,semantic-flamegraph-artifacts-v2,2,2.960725970007846e-05
project_vendor,agentsight,codex,session=$(rg,1,1.480362985003923e-05
project_vendor,agentsight,codex,session=miniswe-Anthropic__Claude-Sonnet-4-20250514-Thinking-add-benchmark-lm-eval-harness-54ac67f0;,1,1.480362985003923e-05
project_vendor,agentsight,codex,session_args=(,3,4.4410889550117686e-05
project_vendor,agentsight,codex,set,163,0.0024129916655563945
project_vendor,agentsight,codex,setsid,5,7.401814925019615e-05
project_vendor,agentsight,codex,sh,3,4.4410889550117686e-05
project_vendor,agentsight,codex,sha256sum,81,0.0011990940178531776
project_vendor,agentsight,codex,sleep,77,0.0011398794984530207
project_vendor,agentsight,codex,sort,3,4.4410889550117686e-05
project_vendor,agentsight,codex,sqlite3,104,0.0015395775044040798
project_vendor,agentsight,codex,src,17,0.0002516617074506669
project_vendor,agentsight,codex,ss,13,0.00019244718805050997
project_vendor,agentsight,codex,sslsniff,10,0.0001480362985003923
project_vendor,agentsight,codex,stamp=$(date,1,1.480362985003923e-05
project_vendor,agentsight,codex,stat,109,0.0016135956536542761
project_vendor,agentsight,codex,stdiocap,1,1.480362985003923e-05
project_vendor,agentsight,codex,step-0017-20260714T121012-0700;,1,1.480362985003923e-05
project_vendor,agentsight,codex,step-0031-agentboard-task-identity,6,8.882177910023537e-05
project_vendor,agentsight,codex,step-0055-20260720T103701-0700,1,1.480362985003923e-05
project_vendor,agentsight,codex,"store(ci_watch_final_session,",1,1.480362985003923e-05
project_vendor,agentsight,codex,strace,2,2.960725970007846e-05
project_vendor,agentsight,codex,strings,18,0.00026646533730070616
project_vendor,agentsight,codex,stty,1,1.480362985003923e-05
project_vendor,agentsight,codex,sunagent,1,1.480362985003923e-05
project_vendor,agentsight,codex,svg_before=$(sha256sum,1,1.480362985003923e-05
project_vendor,agentsight,codex,sweagent-OpenAI__GPT-5-Significant-Gravitas__AutoGPT-4652-b968024b.tar.zst,4,5.921451940015692e-05
project_vendor,agentsight,codex,sweagent-OpenAI__GPT-5-Significant-Gravitas__AutoGPT-4652-b968024b.tar.zst;,1,1.480362985003923e-05
project_vendor,agentsight,codex,sweagent-OpenAI__GPT-5-huggingface__transformers-13989-f41dae7b.tar.zst;,2,2.960725970007846e-05
project_vendor,agentsight,codex,sync-agentsight-docs.sh,1,1.480362985003923e-05
project_vendor,agentsight,codex,sysctl,1,1.480362985003923e-05
project_vendor,agentsight,codex,systemctl,26,0.00038489437610101995
project_vendor,agentsight,codex,systemd-run,1,1.480362985003923e-05
project_vendor,agentsight,codex,tail,205,0.003034744119258042
project_vendor,agentsight,codex,tar,20,0.0002960725970007846
project_vendor,agentsight,codex,target=$(sleep,1,1.480362985003923e-05
project_vendor,agentsight,codex,task26=$(jq,1,1.480362985003923e-05
project_vendor,agentsight,codex,task=root:019e2445-6e0a-78f2-8d60-9863c2fc95c6:user-line:47380;,1,1.480362985003923e-05
project_vendor,agentsight,codex,td=$(mktemp,1,1.480362985003923e-05
project_vendor,agentsight,codex,telbench_0393.profile.json;,1,1.480362985003923e-05
project_vendor,agentsight,codex,telbench_0516.profile.json;,1,1.480362985003923e-05
project_vendor,agentsight,codex,terminus2-Anthropic__Claude-Sonnet-4-20250514-Thinking-accelerate-maximal-square-eca249fc.tar.zst,1,1.480362985003923e-05
project_vendor,agentsight,codex,terminus2-Anthropic__Claude-Sonnet-4-20250514-Thinking-accelerate-maximal-square-eca249fc.tar.zst;,1,1.480362985003923e-05
project_vendor,agentsight,codex,terminus2-DeepSeek__DeepSeek-V3.2-amuse-install-f391120f.tar.zst,1,1.480362985003923e-05
project_vendor,agentsight,codex,test,140,0.002072508179005492
project_vendor,agentsight,codex,test-gbnf-validator,1,1.480362985003923e-05
project_vendor,agentsight,codex,test_codex_offsets,6,8.882177910023537e-05
project_vendor,agentsight,codex,test_semantic_tag_flamegraph.py:},1,1.480362985003923e-05
project_vendor,agentsight,codex,texcount,18,0.00026646533730070616
project_vendor,agentsight,codex,text(ALL_TOOLS.filter(x,3,4.4410889550117686e-05
project_vendor,agentsight,codex,text(await,5,7.401814925019615e-05
project_vendor,agentsight,codex,thoughts_actions,1,1.480362985003923e-05
project_vendor,agentsight,codex,tmp.g51Wo2mF3Y;,1,1.480362985003923e-05
project_vendor,agentsight,codex,tmp1=$(mktemp);,2,2.960725970007846e-05
project_vendor,agentsight,codex,tmp=$(mktemp,99,0.0014655593551538837
project_vendor,agentsight,codex,tmp=$(mktemp),9,0.00013323266865035308
project_vendor,agentsight,codex,tmp=$(mktemp);,2,2.960725970007846e-05
project_vendor,agentsight,codex,tmp_bin=$(mktemp -d),1,1.480362985003923e-05
project_vendor,agentsight,codex,tmp_body=$(mktemp),1,1.480362985003923e-05
project_vendor,agentsight,codex,tmp_dir=$(mktemp,1,1.480362985003923e-05
project_vendor,agentsight,codex,tmp_home=$(mktemp,8,0.00011842903880031383
project_vendor,agentsight,codex,tmp_home=$(mktemp -d),5,7.401814925019615e-05
project_vendor,agentsight,codex,tmp_png=$(mktemp,3,4.4410889550117686e-05
project_vendor,agentsight,codex,tmp_review=$(mktemp),1,1.480362985003923e-05
project_vendor,agentsight,codex,tmpdir=$(mktemp,37,0.0005477343044514515
project_vendor,agentsight,codex,tmux,49,0.0007253778626519223
project_vendor,agentsight,codex,tool-sleep-codex-probe;,2,2.960725970007846e-05
project_vendor,agentsight,codex,top-home,2,2.960725970007846e-05
project_vendor,agentsight,codex,top_fixture_smoke.sh,2,2.960725970007846e-05
project_vendor,agentsight,codex,touch,10,0.0001480362985003923
project_vendor,agentsight,codex,tr,2,2.960725970007846e-05
project_vendor,agentsight,codex,trace_locate,1,1.480362985003923e-05
project_vendor,agentsight,codex,traceconv,1,1.480362985003923e-05
project_vendor,agentsight,codex,tracked=$(git,1,1.480362985003923e-05
project_vendor,agentsight,codex,trash-put,1,1.480362985003923e-05
project_vendor,agentsight,codex,true,14,0.0002072508179005492
project_vendor,agentsight,codex,true;,4,5.921451940015692e-05
project_vendor,agentsight,codex,type,1,1.480362985003923e-05
project_vendor,agentsight,codex,umask,1,1.480362985003923e-05
project_vendor,agentsight,codex,uname,2,2.960725970007846e-05
project_vendor,agentsight,codex,unlink,1,1.480362985003923e-05
project_vendor,agentsight,codex,unzip,9,0.00013323266865035308
project_vendor,agentsight,codex,usb-devices,1,1.480362985003923e-05
project_vendor,agentsight,codex,used=$(mktemp);,1,1.480362985003923e-05
project_vendor,agentsight,codex,uv,3,4.4410889550117686e-05
project_vendor,agentsight,codex,validation.jsonl;,2,2.960725970007846e-05
project_vendor,agentsight,codex,values=$(tail,1,1.480362985003923e-05
project_vendor,agentsight,codex,visexp,1,1.480362985003923e-05
project_vendor,agentsight,codex,viz_tmp=$(mktemp,1,1.480362985003923e-05
project_vendor,agentsight,codex,w3m,3,4.4410889550117686e-05
project_vendor,agentsight,codex,wall=%e user=%U sys=%S rss_kb=%M,2,2.960725970007846e-05
project_vendor,agentsight,codex,wandb,1,1.480362985003923e-05
project_vendor,agentsight,codex,wc,1369,0.020266169264703704
project_vendor,agentsight,codex,which,44,0.0006513597134017262
project_vendor,agentsight,codex,while,11,0.00016283992835043154
project_vendor,agentsight,codex,whoami,1,1.480362985003923e-05
project_vendor,agentsight,codex,xdg-open,1,1.480362985003923e-05
project_vendor,agentsight,codex,xelatex,168,0.0024870098148065908
project_vendor,agentsight,codex,xmllint,6,8.882177910023537e-05
project_vendor,agentsight,codex,xxd,3,4.4410889550117686e-05
project_vendor,agentsight,codex,zstd,3,4.4410889550117686e-05
project_vendor,agentsight,codex,{,13,0.00019244718805050997
project_vendor,agentsight,codex,|,11,0.00016283992835043154
project_vendor,agentsight,gemini,run,2,1.0
project,agentskill-observability-paper,ALL,TS=$(date,1,0.004132231404958678
project,agentskill-observability-paper,ALL,bibtex,1,0.004132231404958678
project,agentskill-observability-paper,ALL,cat,1,0.004132231404958678
project,agentskill-observability-paper,ALL,cd,12,0.049586776859504134
project,agentskill-observability-paper,ALL,echo,3,0.012396694214876033
project,agentskill-observability-paper,ALL,find,24,0.09917355371900827
project,agentskill-observability-paper,ALL,git,6,0.024793388429752067
project,agentskill-observability-paper,ALL,grep,97,0.40082644628099173
project,agentskill-observability-paper,ALL,latexmk,33,0.13636363636363635
project,agentskill-observability-paper,ALL,ls,14,0.05785123966942149
project,agentskill-observability-paper,ALL,make,4,0.01652892561983471
project,agentskill-observability-paper,ALL,mkdir,6,0.024793388429752067
project,agentskill-observability-paper,ALL,pdfinfo,1,0.004132231404958678
project,agentskill-observability-paper,ALL,pdflatex,7,0.028925619834710745
project,agentskill-observability-paper,ALL,pdftotext,10,0.04132231404958678
project,agentskill-observability-paper,ALL,python3,4,0.01652892561983471
project,agentskill-observability-paper,ALL,rm,1,0.004132231404958678
project,agentskill-observability-paper,ALL,sed,14,0.05785123966942149
project,agentskill-observability-paper,ALL,stat,1,0.004132231404958678
project,agentskill-observability-paper,ALL,texcount,1,0.004132231404958678
project,agentskill-observability-paper,ALL,wc,1,0.004132231404958678
project_vendor,agentskill-observability-paper,claude,TS=$(date,1,0.004132231404958678
project_vendor,agentskill-observability-paper,claude,bibtex,1,0.004132231404958678
project_vendor,agentskill-observability-paper,claude,cat,1,0.004132231404958678
project_vendor,agentskill-observability-paper,claude,cd,12,0.049586776859504134
project_vendor,agentskill-observability-paper,claude,echo,3,0.012396694214876033
project_vendor,agentskill-observability-paper,claude,find,24,0.09917355371900827
project_vendor,agentskill-observability-paper,claude,git,6,0.024793388429752067
project_vendor,agentskill-observability-paper,claude,grep,97,0.40082644628099173
project_vendor,agentskill-observability-paper,claude,latexmk,33,0.13636363636363635
project_vendor,agentskill-observability-paper,claude,ls,14,0.05785123966942149
project_vendor,agentskill-observability-paper,claude,make,4,0.01652892561983471
project_vendor,agentskill-observability-paper,claude,mkdir,6,0.024793388429752067
project_vendor,agentskill-observability-paper,claude,pdfinfo,1,0.004132231404958678
project_vendor,agentskill-observability-paper,claude,pdflatex,7,0.028925619834710745
project_vendor,agentskill-observability-paper,claude,pdftotext,10,0.04132231404958678
project_vendor,agentskill-observability-paper,claude,python3,4,0.01652892561983471
project_vendor,agentskill-observability-paper,claude,rm,1,0.004132231404958678
project_vendor,agentskill-observability-paper,claude,sed,14,0.05785123966942149
project_vendor,agentskill-observability-paper,claude,stat,1,0.004132231404958678
project_vendor,agentskill-observability-paper,claude,texcount,1,0.004132231404958678
project_vendor,agentskill-observability-paper,claude,wc,1,0.004132231404958678
project,bpf-developer-tutorial,ALL,"
#",1,0.0011695906432748538
project,bpf-developer-tutorial,ALL,apt-cache,1,0.0011695906432748538
project,bpf-developer-tutorial,ALL,awk,1,0.0011695906432748538
project,bpf-developer-tutorial,ALL,bash,2,0.0023391812865497076
project,bpf-developer-tutorial,ALL,bpftool,5,0.005847953216374269
project,bpf-developer-tutorial,ALL,bwrap,8,0.00935672514619883
project,bpf-developer-tutorial,ALL,cat,2,0.0023391812865497076
project,bpf-developer-tutorial,ALL,cd,4,0.004678362573099415
project,bpf-developer-tutorial,ALL,chmod,1,0.0011695906432748538
project,bpf-developer-tutorial,ALL,claude,2,0.0023391812865497076
project,bpf-developer-tutorial,ALL,const,76,0.08888888888888889
project,bpf-developer-tutorial,ALL,date,1,0.0011695906432748538
project,bpf-developer-tutorial,ALL,diff,4,0.004678362573099415
project,bpf-developer-tutorial,ALL,dmesg,2,0.0023391812865497076
project,bpf-developer-tutorial,ALL,echo,1,0.0011695906432748538
project,bpf-developer-tutorial,ALL,file,1,0.0011695906432748538
project,bpf-developer-tutorial,ALL,find,31,0.03625730994152047
project,bpf-developer-tutorial,ALL,for,10,0.011695906432748537
project,bpf-developer-tutorial,ALL,gemini,2,0.0023391812865497076
project,bpf-developer-tutorial,ALL,gh,31,0.03625730994152047
project,bpf-developer-tutorial,ALL,git,214,0.25029239766081873
project,bpf-developer-tutorial,ALL,grep,117,0.1368421052631579
project,bpf-developer-tutorial,ALL,grok,5,0.005847953216374269
project,bpf-developer-tutorial,ALL,head,5,0.005847953216374269
project,bpf-developer-tutorial,ALL,ip,1,0.0011695906432748538
project,bpf-developer-tutorial,ALL,kimi,1,0.0011695906432748538
project,bpf-developer-tutorial,ALL,ls,35,0.04093567251461988
project,bpf-developer-tutorial,ALL,make,13,0.0152046783625731
project,bpf-developer-tutorial,ALL,mkdir,2,0.0023391812865497076
project,bpf-developer-tutorial,ALL,mount,5,0.005847953216374269
project,bpf-developer-tutorial,ALL,mountpoint,1,0.0011695906432748538
project,bpf-developer-tutorial,ALL,nl,22,0.025730994152046785
project,bpf-developer-tutorial,ALL,opencode,4,0.004678362573099415
project,bpf-developer-tutorial,ALL,ps,3,0.0035087719298245615
project,bpf-developer-tutorial,ALL,pwd,2,0.0023391812865497076
project,bpf-developer-tutorial,ALL,python3,4,0.004678362573099415
project,bpf-developer-tutorial,ALL,readlink,1,0.0011695906432748538
project,bpf-developer-tutorial,ALL,rg,50,0.05847953216374269
project,bpf-developer-tutorial,ALL,rm,2,0.0023391812865497076
project,bpf-developer-tutorial,ALL,sed,146,0.17076023391812867
project,bpf-developer-tutorial,ALL,setup_token_bpffs.sh,2,0.0023391812865497076
project,bpf-developer-tutorial,ALL,sleep,1,0.0011695906432748538
project,bpf-developer-tutorial,ALL,strings,1,0.0011695906432748538
project,bpf-developer-tutorial,ALL,sysctl,1,0.0011695906432748538
project,bpf-developer-tutorial,ALL,tail,2,0.0023391812865497076
project,bpf-developer-tutorial,ALL,tcx_demo,2,0.0023391812865497076
project,bpf-developer-tutorial,ALL,token_trace,2,0.0023391812865497076
project,bpf-developer-tutorial,ALL,token_userns_demo,14,0.016374269005847954
project,bpf-developer-tutorial,ALL,true;,1,0.0011695906432748538
project,bpf-developer-tutorial,ALL,ulimit,1,0.0011695906432748538
project,bpf-developer-tutorial,ALL,umount,1,0.0011695906432748538
project,bpf-developer-tutorial,ALL,uname,1,0.0011695906432748538
project,bpf-developer-tutorial,ALL,unshare,2,0.0023391812865497076
